fusionTranscriptID	fusionGenePair	breakpointID	5pStrand	3pStrand	junctionReads	spanningReads	TCGACancerCode	TCGASampleID
KCNMB4::GDF3__12:70400336-12:7690704	KCNMB4::GDF3	12:70400336-12:7690704	+	-	1	20	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
ANKRD33B::ANKH__5:10564833-5:14769191	ANKRD33B::ANKH	5:10564833-5:14769191	+	-	3	10	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
CCT5::SVEP1__5:10258535-9:110436504	CCT5::SVEP1	5:10258535-9:110436504	+	-	2	14	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
USP54::ADK__10:73625937-10:74525256	USP54::ADK	10:73625937-10:74525256	-	+	4	6	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
CELF2::GABRR1__10:11018163-6:89203485	CELF2::GABRR1	10:11018163-6:89203485	+	-	3	9	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
PPIL4::DCTN2__6:149521060-12:57535845	PPIL4::DCTN2	6:149521060-12:57535845	-	-	2	12	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
GALNT12::ROR2__9:98808069-9:91563329	GALNT12::ROR2	9:98808069-9:91563329	+	-	3	7	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
KATNA1::RALYL__6:149648469-8:84529299	KATNA1::RALYL	6:149648469-8:84529299	-	+	2	6	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
PIP5K1C::PPM1H__19:3700297-12:62832279	PIP5K1C::PPM1H	19:3700297-12:62832279	-	-	1	10	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
TSFM::DOCK2__12:57793073-5:169747396	TSFM::DOCK2	12:57793073-5:169747396	+	+	1	10	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
ADCY2::HSDL2__5:7773101-9:112416841	ADCY2::HSDL2	5:7773101-9:112416841	+	+	1	9	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
FAM208B::OAZ1__10:5685175-19:2271782	FAM208B::OAZ1	10:5685175-19:2271782	+	+	1	9	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
EPB41L5::FZR1__2:120042110-19:3522956	EPB41L5::FZR1	2:120042110-19:3522956	+	+	1	8	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
PDLIM1::MINDY3__10:95247215-10:15796172	PDLIM1::MINDY3	10:95247215-10:15796172	-	-	1	8	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
PTPN3::SEMA5A__9:109498219-5:9437852	PTPN3::SEMA5A	9:109498219-5:9437852	-	-	2	3	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
WBP11::SYT10__12:14800752-12:33426495	WBP11::SYT10	12:14800752-12:33426495	-	-	1	6	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
CTDSP2::UST__12:57823904-6:149073833	CTDSP2::UST	12:57823904-6:149073833	-	+	1	5	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
PI4K2B::INSR__4:25234431-19:7267896	PI4K2B::INSR	4:25234431-19:7267896	+	-	1	3	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
ZNF169::SEMA5A__9:94293069-5:9318417	ZNF169::SEMA5A	9:94293069-5:9318417	+	-	1	3	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
PSAT1::DAB2IP__9:78304940-9:121678678	PSAT1::DAB2IP	9:78304940-9:121678678	+	+	1	2	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
TULP3::UGCG__12:2934561-9:111914605	TULP3::UGCG	12:2934561-9:111914605	+	+	1	2	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
GRIN2B::MYF5__12:13979928-12:80717040	GRIN2B::MYF5	12:13979928-12:80717040	-	+	1000	1000	SARC	TCGA-DX-A1KZ-01A-11R-A24X-07
SLC16A7::NUP107__12:59596236-12:68733452	SLC16A7::NUP107	12:59596236-12:68733452	+	+	63	359	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
NHSL1::CDIP1__6:138545623-16:4514664	NHSL1::CDIP1	6:138545623-16:4514664	-	-	45	209	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
SLFN5::TBC1D15__17:35243143-12:71913826	SLFN5::TBC1D15	17:35243143-12:71913826	+	+	42	142	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
HMBOX1::BNIP3L__8:29018913-8:26505307	HMBOX1::BNIP3L	8:29018913-8:26505307	+	+	25	137	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
ZFC3H1::MON2__12:71656885-12:62578445	ZFC3H1::MON2	12:71656885-12:62578445	-	+	23	113	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
LGR5::TSPAN8__12:71440292-12:71282819	LGR5::TSPAN8	12:71440292-12:71282819	+	-	6	63	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
C1orf21::INTS7__1:184598461-1:211952701	C1orf21::INTS7	1:184598461-1:211952701	+	-	11	42	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
MON2::TBC1D15__12:62566450-12:71872070	MON2::TBC1D15	12:62566450-12:71872070	+	+	5	44	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
CPM::MON2__12:68932678-12:62532438	CPM::MON2	12:68932678-12:62532438	-	+	5	40	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
MARS::MSRB3__12:57504299-12:65488004	MARS::MSRB3	12:57504299-12:65488004	+	+	5	40	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
ATP9B::LUC7L__18:79193263-16:208188	ATP9B::LUC7L	18:79193263-16:208188	+	-	5	36	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
RAB21::FRS2__12:71774022-12:69562180	RAB21::FRS2	12:71774022-12:69562180	+	+	4	30	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
DIAPH2::RAB3IP__X:96685190-12:69755384	DIAPH2::RAB3IP	X:96685190-12:69755384	+	+	4	25	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
HMGA2::ARFGAP2__12:65825381-11:47172333	HMGA2::ARFGAP2	12:65825381-11:47172333	+	-	3	28	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
ANKH::DNAH5__5:14871352-5:13737495	ANKH::DNAH5	5:14871352-5:13737495	-	-	5	19	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
ATP9B::ATRX__18:79096649-X:77654200	ATP9B::ATRX	18:79096649-X:77654200	+	-	4	20	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
NFIC::IL4I1__19:3382243-19:49891107	NFIC::IL4I1	19:3382243-19:49891107	+	-	3	24	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
HMGA2::RHBG__12:65828087-1:156371185	HMGA2::RHBG	12:65828087-1:156371185	+	+	6	0	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
XPR1::TNR__1:180632270-1:175528369	XPR1::TNR	1:180632270-1:175528369	+	-	3	9	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
EML1::BASP1__14:99851035-5:17275208	EML1::BASP1	14:99851035-5:17275208	+	+	2	11	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
RBFA::MRPS35__18:80036710-12:27737539	RBFA::MRPS35	18:80036710-12:27737539	+	+	4	2	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
SLC9A8::B4GALT5__20:49815189-20:49656702	SLC9A8::B4GALT5	20:49815189-20:49656702	+	-	1	13	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
KANK1::DNAH5__9:504754-5:13931244	KANK1::DNAH5	9:504754-5:13931244	+	-	2	3	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
TIAM2::PPIL4__6:155165409-6:149505704	TIAM2::PPIL4	6:155165409-6:149505704	+	-	2	3	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
RPS12::COL3A1__6:132816563-2:188994541	RPS12::COL3A1	6:132816563-2:188994541	+	+	1	6	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
RMND1::TIAM2__6:151421245-6:155127490	RMND1::TIAM2	6:151421245-6:155127490	-	+	1	5	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
METTL21B::MARS__12:57773128-12:57487937	METTL21B::MARS	12:57773128-12:57487937	+	+	1	4	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
NUP43::SHPRH__6:149738643-6:145894977	NUP43::SHPRH	6:149738643-6:145894977	-	-	1	2	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
TBC1D15::SLC16A7__12:71873003-12:59771219	TBC1D15::SLC16A7	12:71873003-12:59771219	+	+	1000	1000	SARC	TCGA-DX-A1L0-01A-11R-A24X-07
FGF2::FREM3__4:122827352-4:143627760	FGF2::FREM3	4:122827352-4:143627760	+	-	8	55	SARC	TCGA-DX-A1L1-01A-11R-A24X-07
AUTS2::SEMA3A__7:70698620-7:84060558	AUTS2::SEMA3A	7:70698620-7:84060558	+	-	3	21	SARC	TCGA-DX-A1L1-01A-11R-A24X-07
LIMK1::TYW1__7:74111998-7:67024900	LIMK1::TYW1	7:74111998-7:67024900	+	+	6	7	SARC	TCGA-DX-A1L1-01A-11R-A24X-07
DSN1::MROH8__20:36754763-20:37141314	DSN1::MROH8	20:36754763-20:37141314	-	-	2	8	SARC	TCGA-DX-A1L1-01A-11R-A24X-07
GATAD2B::GRM8__1:153922733-7:126446372	GATAD2B::GRM8	1:153922733-7:126446372	-	-	86	330	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
LINC-PINT::C1orf61__7:131052425-1:156429548	LINC-PINT::C1orf61	7:131052425-1:156429548	-	-	28	407	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
TGFBR2::XPC__3:30606977-3:14173062	TGFBR2::XPC	3:30606977-3:14173062	+	-	38	102	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
LINC-PINT::FMO3__7:131052425-1:171092653	LINC-PINT::FMO3	7:131052425-1:171092653	-	+	12	148	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
ARHGEF11::CD48__1:157044299-1:160685189	ARHGEF11::CD48	1:157044299-1:160685189	-	-	14	72	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
INPP4A::EEF1E1__2:98577143-6:8080030	INPP4A::EEF1E1	2:98577143-6:8080030	+	-	9	27	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
SLC38A10::TMEM207__17:81270918-3:190429731	SLC38A10::TMEM207	17:81270918-3:190429731	-	-	3	31	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
POU2F1::ATP6V1F__1:167220958-7:128865377	POU2F1::ATP6V1F	1:167220958-7:128865377	+	+	1	31	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
PEX11B::PDZK1__1:145918633-1:145682636	PEX11B::PDZK1	1:145918633-1:145682636	-	-	4	16	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
BTD::BCAS3__3:15644931-17:61368327	BTD::BCAS3	3:15644931-17:61368327	+	+	3	15	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
MKLN1::DNM3__7:131327997-1:171987656	MKLN1::DNM3	7:131327997-1:171987656	+	+	2	16	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
TBX19::PCP4L1__1:168308877-1:161283668	TBX19::PCP4L1	1:168308877-1:161283668	+	+	3	11	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
HP1BP3::ZMYM4__1:20776597-1:35358925	HP1BP3::ZMYM4	1:20776597-1:35358925	-	+	2	13	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
LPCAT1::MED13__5:1501461-17:61947017	LPCAT1::MED13	5:1501461-17:61947017	-	-	2	13	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
CSNK1D::GSDMA__17:82252434-17:39965683	CSNK1D::GSDMA	17:82252434-17:39965683	-	+	1	11	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
RBMS3::LPCAT1__3:29281756-5:1501603	RBMS3::LPCAT1	3:29281756-5:1501603	+	-	1	9	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
USP15::STAT6__12:62260503-12:57108299	USP15::STAT6	12:62260503-12:57108299	+	-	1	6	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
CREB3L4::FCER1A__1:153969455-1:159302854	CREB3L4::FCER1A	1:153969455-1:159302854	+	+	1	4	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
UCK2::TBX19__1:165827932-1:168308742	UCK2::TBX19	1:165827932-1:168308742	+	+	1	4	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
ZBTB25::MB21D2__14:64487114-3:192799650	ZBTB25::MB21D2	14:64487114-3:192799650	-	-	1	4	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
AKAP8L::EPS15L1__19:15418911-19:16421476	AKAP8L::EPS15L1	19:15418911-19:16421476	-	-	1	1	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
CRTC2::SH2D1B__1:153952876-1:162412138	CRTC2::SH2D1B	1:153952876-1:162412138	-	-	1000	1000	SARC	TCGA-DX-A1L2-01A-22R-A24X-07
FRS2::ATXN1__12:69470530-6:16522688	FRS2::ATXN1	12:69470530-6:16522688	+	-	14	230	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
PLEKHA5::CPM__12:19322667-12:68957678	PLEKHA5::CPM	12:19322667-12:68957678	+	-	46	92	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
TRIO::TERT__5:14420021-5:1282624	TRIO::TERT	5:14420021-5:1282624	+	-	31	134	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
ATXN1::DNM3__6:16485972-1:172379018	ATXN1::DNM3	6:16485972-1:172379018	-	+	24	107	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
ATXN1::SLC24A1__6:16485972-15:65618880	ATXN1::SLC24A1	6:16485972-15:65618880	-	+	14	113	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
CNOT2::CRADD__12:70243480-12:93849970	CNOT2::CRADD	12:70243480-12:93849970	+	+	25	31	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
SUCO::CDH18__1:172533497-5:19981178	SUCO::CDH18	1:172533497-5:19981178	+	-	9	87	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
MDM2::FMO6P__12:68835984-1:171143181	MDM2::FMO6P	12:68835984-1:171143181	+	+	15	56	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
MAP2K5::MYRFL__15:67600749-12:69879028	MAP2K5::MYRFL	15:67600749-12:69879028	+	+	10	66	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
ZDHHC17::RAB3IP__12:76764329-12:69755384	ZDHHC17::RAB3IP	12:76764329-12:69755384	+	+	6	77	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
FAM78B::RAB3IP__1:166165986-12:69812964	FAM78B::RAB3IP	1:166165986-12:69812964	-	+	6	69	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
SUCO::MYRFL__1:172533497-12:69855280	SUCO::MYRFL	1:172533497-12:69855280	+	+	8	39	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
FBXL7::CCT5__5:15616072-5:10254145	FBXL7::CCT5	5:15616072-5:10254145	+	+	6	40	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
IQCH::CTNND2__15:67261394-5:11199661	IQCH::CTNND2	15:67261394-5:11199661	+	-	5	15	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
UHRF1::PEX11G__19:4947211-19:7478376	UHRF1::PEX11G	19:4947211-19:7478376	+	-	2	25	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
TBC1D30::SYT1__12:64786045-12:78977799	TBC1D30::SYT1	12:64786045-12:78977799	+	+	1	26	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
KIFAP3::C1orf112__1:170016462-1:169836927	KIFAP3::C1orf112	1:170016462-1:169836927	-	+	2	21	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
JARID2::DNM3__6:15246584-1:171921748	JARID2::DNM3	6:15246584-1:171921748	+	+	1	19	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
SLC35E3::MYRFL__12:68752190-12:69952113	SLC35E3::MYRFL	12:68752190-12:69952113	+	+	2	13	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
DNM3::UHRF1__1:171921821-19:4941528	DNM3::UHRF1	1:171921821-19:4941528	+	+	1	11	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
PBX1::ELK3__1:164821626-12:96223565	PBX1::ELK3	1:164821626-12:96223565	+	+	1	11	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
PDZD2::KIFAP3__5:31855168-1:169961235	PDZD2::KIFAP3	5:31855168-1:169961235	+	-	1	9	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
AMDHD1::ACSS3__12:95956962-12:81174788	AMDHD1::ACSS3	12:95956962-12:81174788	+	+	1	8	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
MPZL1::SELP__1:167765749-1:169617414	MPZL1::SELP	1:167765749-1:169617414	+	-	2	3	SARC	TCGA-DX-A1L3-01A-11R-A24X-07
GAS2L3::OS9__12:100601753-12:57715760	GAS2L3::OS9	12:100601753-12:57715760	+	+	67	159	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
FRS2::THEMIS__12:69470530-6:127719823	FRS2::THEMIS	12:69470530-6:127719823	+	-	29	166	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
OSBPL8::FAM186A__12:76559397-12:50334103	OSBPL8::FAM186A	12:76559397-12:50334103	-	-	20	58	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
R3HDM2::SASH1__12:57395749-6:148546015	R3HDM2::SASH1	12:57395749-6:148546015	-	+	22	40	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
FYN::TUBA1C__6:111780566-12:49272253	FYN::TUBA1C	6:111780566-12:49272253	-	+	18	44	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
ANO4::NTS__12:100987670-12:85878345	ANO4::NTS	12:100987670-12:85878345	+	+	12	53	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
TBK1::CDK19__12:64485513-6:110614666	TBK1::CDK19	12:64485513-6:110614666	+	-	14	35	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
TUBA1C::NT5DC3__12:49265184-12:103771329	TUBA1C::NT5DC3	12:49265184-12:103771329	+	-	7	55	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
NAV3::ANO4__12:77968702-12:100852368	NAV3::ANO4	12:77968702-12:100852368	+	+	4	57	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
STAM::EPYC__10:17644379-12:90978262	STAM::EPYC	10:17644379-12:90978262	+	-	12	25	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
MTHFD1L::IFT81__6:150877826-12:110162919	MTHFD1L::IFT81	6:150877826-12:110162919	+	+	6	32	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
TUBA1C::TMEM116__12:49265184-12:111943369	TUBA1C::TMEM116	12:49265184-12:111943369	+	-	5	36	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
SASH1::STAB2__6:148546146-12:103759133	SASH1::STAB2	6:148546146-12:103759133	+	+	7	20	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
CDK19::CPM__6:110746126-12:68871956	CDK19::CPM	6:110746126-12:68871956	-	-	6	19	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
SLC38A4::TSFM__12:46779611-12:57786163	SLC38A4::TSFM	12:46779611-12:57786163	-	+	2	33	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
FBLN1::CDK19__22:45518787-6:110773937	FBLN1::CDK19	22:45518787-6:110773937	+	-	5	13	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
RSU1::FANCI__10:16816973-15:89273377	RSU1::FANCI	10:16816973-15:89273377	-	+	4	17	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
TMEM117::PRIM1__12:43844928-12:56751195	TMEM117::PRIM1	12:43844928-12:56751195	+	-	4	17	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
KITLG::ST8SIA6__12:88580264-10:17331552	KITLG::ST8SIA6	12:88580264-10:17331552	-	-	3	13	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
FRS2::STAB2__12:69470530-12:103650496	FRS2::STAB2	12:69470530-12:103650496	+	+	1	16	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
TMTC2::HERC1__12:82687669-15:63664594	TMTC2::HERC1	12:82687669-15:63664594	+	-	3	8	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
ZDHHC17::MALRD1__12:76764329-10:19257684	ZDHHC17::MALRD1	12:76764329-10:19257684	+	+	3	7	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
FAM186A::IRAK4__12:50330573-12:43771220	FAM186A::IRAK4	12:50330573-12:43771220	-	+	3	5	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
REV3L::TMEM117__6:111322569-12:43844624	REV3L::TMEM117	6:111322569-12:43844624	-	+	1	9	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
ZDHHC17::METTL25__12:76822531-12:82476644	ZDHHC17::METTL25	12:76822531-12:82476644	+	+	1	9	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
RPF2::USP3__6:110997264-15:63532647	RPF2::USP3	6:110997264-15:63532647	+	+	1	4	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
TCHP::GLIPR1L1__12:109904793-12:75369960	TCHP::GLIPR1L1	12:109904793-12:75369960	+	+	1	4	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
FYN::HSD17B6__6:111780566-12:56763198	FYN::HSD17B6	6:111780566-12:56763198	-	+	1	3	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
GRIP1::REV3L__12:66353539-6:111483665	GRIP1::REV3L	12:66353539-6:111483665	-	-	1000	1000	SARC	TCGA-DX-A1L4-01A-12R-A26T-07
CHD4::CPM__12:6591466-12:68871956	CHD4::CPM	12:6591466-12:68871956	-	-	179	582	SARC	TCGA-DX-A23R-01A-11R-A26T-07
CACNA1C::EEA1__12:2120430-12:92826285	CACNA1C::EEA1	12:2120430-12:92826285	+	-	15	93	SARC	TCGA-DX-A23R-01A-11R-A26T-07
PLEKHG7::MRPL42__12:92741592-12:93501176	PLEKHG7::MRPL42	12:92741592-12:93501176	+	+	17	73	SARC	TCGA-DX-A23R-01A-11R-A26T-07
PHKB::SCN8A__16:47696488-12:51684174	PHKB::SCN8A	16:47696488-12:51684174	+	+	14	82	SARC	TCGA-DX-A23R-01A-11R-A26T-07
FRS2::PLEKHG7__12:69470530-12:92740853	FRS2::PLEKHG7	12:69470530-12:92740853	+	+	11	79	SARC	TCGA-DX-A23R-01A-11R-A26T-07
DCTN2::NAV3__12:57546028-12:78128706	DCTN2::NAV3	12:57546028-12:78128706	-	+	8	87	SARC	TCGA-DX-A23R-01A-11R-A26T-07
ADAMTS7::PEAK1__15:78788231-15:77115319	ADAMTS7::PEAK1	15:78788231-15:77115319	-	-	13	25	SARC	TCGA-DX-A23R-01A-11R-A26T-07
CDC73::SWT1__1:193236356-1:185184243	CDC73::SWT1	1:193236356-1:185184243	+	+	7	31	SARC	TCGA-DX-A23R-01A-11R-A26T-07
NAV3::SLC6A15__12:78181045-12:84885561	NAV3::SLC6A15	12:78181045-12:84885561	+	-	5	39	SARC	TCGA-DX-A23R-01A-11R-A26T-07
CACNA1C::SLC6A15__12:2120430-12:84870670	CACNA1C::SLC6A15	12:2120430-12:84870670	+	-	9	22	SARC	TCGA-DX-A23R-01A-11R-A26T-07
CRADD::GRIP1__12:93679072-12:66465422	CRADD::GRIP1	12:93679072-12:66465422	+	-	4	35	SARC	TCGA-DX-A23R-01A-11R-A26T-07
ZNF385A::NAV3__12:54384428-12:78159203	ZNF385A::NAV3	12:54384428-12:78159203	-	+	5	23	SARC	TCGA-DX-A23R-01A-11R-A26T-07
CTDSP2::NFE2__12:57846372-12:54295304	CTDSP2::NFE2	12:57846372-12:54295304	-	-	6	15	SARC	TCGA-DX-A23R-01A-11R-A26T-07
ARHGEF7::EXOC4__13:111115691-7:133895599	ARHGEF7::EXOC4	13:111115691-7:133895599	+	+	6	11	SARC	TCGA-DX-A23R-01A-11R-A26T-07
DERA::DNAJA2__12:15911414-16:46971955	DERA::DNAJA2	12:15911414-16:46971955	+	-	5	15	SARC	TCGA-DX-A23R-01A-11R-A26T-07
LRP1::MARS__12:57173980-12:57514720	LRP1::MARS	12:57173980-12:57514720	+	+	2	27	SARC	TCGA-DX-A23R-01A-11R-A26T-07
PCBP2::RCN2__12:53471807-15:76943758	PCBP2::RCN2	12:53471807-15:76943758	+	+	4	19	SARC	TCGA-DX-A23R-01A-11R-A26T-07
CYP20A1::ABI2__2:203280113-2:203402576	CYP20A1::ABI2	2:203280113-2:203402576	+	+	5	13	SARC	TCGA-DX-A23R-01A-11R-A26T-07
CACNA1C::TSPAN8__12:2120430-12:71282819	CACNA1C::TSPAN8	12:2120430-12:71282819	+	-	4	15	SARC	TCGA-DX-A23R-01A-11R-A26T-07
LIN7A::TWF1P1__12:80845730-17:29204449	LIN7A::TWF1P1	12:80845730-17:29204449	-	-	7	3	SARC	TCGA-DX-A23R-01A-11R-A26T-07
SLC35E3::COPZ1__12:68752190-12:54342206	SLC35E3::COPZ1	12:68752190-12:54342206	+	+	4	14	SARC	TCGA-DX-A23R-01A-11R-A26T-07
EPHB3::PAX2__3:184573176-10:100806430	EPHB3::PAX2	3:184573176-10:100806430	+	+	3	14	SARC	TCGA-DX-A23R-01A-11R-A26T-07
SIAH1::SLC6A15__16:48416816-12:84873328	SIAH1::SLC6A15	16:48416816-12:84873328	-	-	2	18	SARC	TCGA-DX-A23R-01A-11R-A26T-07
MKRN1::NLGN1__7:140471883-3:174275315	MKRN1::NLGN1	7:140471883-3:174275315	-	+	1	19	SARC	TCGA-DX-A23R-01A-11R-A26T-07
TM9SF2::CPM__13:99501777-12:68859071	TM9SF2::CPM	13:99501777-12:68859071	+	-	4	6	SARC	TCGA-DX-A23R-01A-11R-A26T-07
CTDSP2::LRP1__12:57846372-12:57165805	CTDSP2::LRP1	12:57846372-12:57165805	-	+	2	12	SARC	TCGA-DX-A23R-01A-11R-A26T-07
MAP4K4::IL1R2__2:101698538-2:102008515	MAP4K4::IL1R2	2:101698538-2:102008515	+	+	1	15	SARC	TCGA-DX-A23R-01A-11R-A26T-07
BTBD1::FAH__15:83030136-15:80158060	BTBD1::FAH	15:83030136-15:80158060	-	+	1	14	SARC	TCGA-DX-A23R-01A-11R-A26T-07
CTDSP2::CPM__12:57846372-12:68859071	CTDSP2::CPM	12:57846372-12:68859071	-	-	2	7	SARC	TCGA-DX-A23R-01A-11R-A26T-07
PPHLN1::TBC1D15__12:42398994-12:71872070	PPHLN1::TBC1D15	12:42398994-12:71872070	+	+	2	6	SARC	TCGA-DX-A23R-01A-11R-A26T-07
PAWR::DCN__12:79689729-12:91178585	PAWR::DCN	12:79689729-12:91178585	-	-	1	9	SARC	TCGA-DX-A23R-01A-11R-A26T-07
POMGNT2::FAM19A1__3:43105836-3:68417280	POMGNT2::FAM19A1	3:43105836-3:68417280	-	+	2	5	SARC	TCGA-DX-A23R-01A-11R-A26T-07
PTPRK::PEX5L__6:128184432-3:179887784	PTPRK::PEX5L	6:128184432-3:179887784	-	-	1	7	SARC	TCGA-DX-A23R-01A-11R-A26T-07
RFX3::TYRP1__9:3346667-9:12693912	RFX3::TYRP1	9:3346667-9:12693912	-	+	2	1	SARC	TCGA-DX-A23R-01A-11R-A26T-07
PHKA1::BIN1__X:72652544-2:127062197	PHKA1::BIN1	X:72652544-2:127062197	-	-	1	4	SARC	TCGA-DX-A23R-01A-11R-A26T-07
