fusionGenePair	tumorAnnotations
TAOK1::NCOR1	Adenocarcinoma
TAOK1::NF1	Adenocarcinoma | Acute myelomonocytic leukemia (FAB type M4) | Squamous cell carcinoma
TAOK1::NLK	Mature B-cell neoplasm, NOS
TAOK1::PARD6G	Squamous cell carcinoma
TAOK1::PARP10	Adenocarcinoma
TAOK1::PCGF2	Adenocarcinoma
TAOK1::PIPOX	Adenocarcinoma
TAOK1::PROCA1	Adenocarcinoma
TAOK1::RAB8B	Malignant melanoma
TAOK1::RARA	Astrocytoma, grade III-IV/Glioblastoma
TAOK1::RB1CC1	Transitional cell carcinoma
TAOK1::RPL23A	Adenocarcinoma
TAOK1::SARM1	Adenocarcinoma
TAOK1::TMEM97	Astrocytoma, grade I-II
TAOK1::VMP1	Adenocarcinoma
TAOK1::ZNF207	Adenocarcinoma
TAOK1::ZNF385C	Adenocarcinoma
TAOK2::CPB1	Adenocarcinoma
TAOK3::AGTPBP1	Adenocarcinoma
TAOK3::ATP23	Astrocytoma, grade III-IV/Glioblastoma
TAOK3::SINHCAF	Adenocarcinoma
TAOK3::SUDS3	Squamous cell carcinoma
TAOK3::VSIG10	Transitional cell carcinoma | Squamous cell carcinoma
TAP2::DAXX	Adenocarcinoma
TAP2::VARS1	Astrocytoma, grade I-II
TAPBP::DAXX	Adenocarcinoma
TAPT1::LDB2	Transitional cell carcinoma
TARBP1::ARID4B	Adenocarcinoma
TARBP1::BTBD7	Adenocarcinoma
TARBP1::CACHD1	Adenocarcinoma
TARBP1::IRF2BP2	Adenocarcinoma
TARBP1::LYST	Adenocarcinoma
TARBP1::RBM34	Adenocarcinoma
TARBP1::TOMM20	Adenocarcinoma
TARDBP::ATAD3A	Adenocarcinoma
TARS2::MRPS21	Adenocarcinoma
TARS2::VPS45	Squamous cell carcinoma
TARS3::CERS3	Adenocarcinoma
TARS3::WFS1	Astrocytoma, grade III-IV/Glioblastoma
TASOR2::ABI1	Adenocarcinoma
TASOR2::AKR1E2	Transitional cell carcinoma
TASOR2::MACF1	Primitive neuroectodermal tumor/Medulloblastoma | Russia
TASOR2::NET1	Adenocarcinoma
TASOR2::ZMYND11	Astrocytoma, grade I-II
TASOR::ASB14	Adenocarcinoma
TASOR::TADA3	Adenocarcinoma
TASP1::AHCY	Squamous cell carcinoma
TASP1::DHCR7	Squamous cell carcinoma
TASP1::ESF1	Adenocarcinoma
TASP1::HLCS	Adenocarcinoma
TASP1::MACROD2	Adenocarcinoma
TASP1::RALGAPA2	Squamous cell carcinoma
TASP1::SEL1L2	Adenocarcinoma
TASP1::SLC24A3	Adenocarcinoma
TASP1::TRDN	Mesothelioma
TATDN1::CCT2	Adenocarcinoma
TATDN1::GSDMB	Adenocarcinoma
TATDN1::OC90	Adenocarcinoma
TATDN2::FANCD2	Adenocarcinoma
TATDN2::IRAK2	Malignant melanoma
TATDN2::SETD5	Adenocarcinoma
TATDN2::UNC13B	Mature B-cell neoplasm, NOS
TAX1BP1::AHCY	Adenocarcinoma
TAX1BP1::AMPH	Adenocarcinoma
TAX1BP1::BRAF	Malignant melanoma | Astrocytoma, grade I-II
TAX1BP1::CHN2	Adenocarcinoma
TAX1BP1::CLEC9A	Acute myeloblastic leukemia without maturation (FAB type M1)
TAX1BP1::GPX4	Adenocarcinoma
TAX1BP1::JAZF1	Adenocarcinoma
TAX1BP1::KCTD7	Mesothelioma
TAX1BP1::PRKD1	Adenocarcinoma
TAX1BP1::RABGEF1	Mesothelioma
TAX1BP3::NCBP3	Squamous cell carcinoma
TAX1BP3::PMP22	Adenocarcinoma
TBC1D10A::ANK1	Adenocarcinoma
TBC1D10A::OSBP2	Adenocarcinoma
TBC1D10A::POLR3H	Squamous cell carcinoma
TBC1D10A::RNF215	Adenocarcinoma
TBC1D10A::TFAP2B	Adenocarcinoma
TBC1D12::CYP2C18	Adenocarcinoma
TBC1D12::EXOC6	Squamous cell carcinoma
TBC1D12::HELLS	Squamous cell carcinoma
TBC1D12::MORN4	Adenocarcinoma
TBC1D12::SLC35G1	Adenocarcinoma
TBC1D13::ODF2	Adenocarcinoma
TBC1D14::BRSK2	Adenocarcinoma
TBC1D14::EVC	Adenocarcinoma
TBC1D14::EVC2	Adenocarcinoma
TBC1D14::GRPEL1	Transitional cell carcinoma
TBC1D14::HTRA3	Transitional cell carcinoma | Astrocytoma, grade III-IV/Glioblastoma
TBC1D14::KIAA0232	Adenocarcinoma
TBC1D14::MRFAP1	Adenocarcinoma
TBC1D15::ANTXR2	Adenocarcinoma
TBC1D15::BMPER	Astrocytoma, grade I-II
TBC1D15::CNOT2	Mesenchymal tumor, NOS
TBC1D15::CPSF6	Transitional cell carcinoma
TBC1D15::LGR5	Adenocarcinoma | Astrocytoma, grade III-IV/Glioblastoma
TBC1D15::MARS1	Adenocarcinoma
TBC1D15::METTL25	Atypical lipomatous tumor/atypical lipoma/well-differentiated liposarcoma
TBC1D15::MYF6	Malignant melanoma
TBC1D15::NPIPB2	Transitional cell carcinoma
TBC1D15::PTPRR	Adenocarcinoma
TBC1D15::RAB21	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TBC1D15::SEPHS1	Adenocarcinoma
TBC1D15::SLC16A7	Mesenchymal tumor, NOS
TBC1D15::TRHDE	Adenocarcinoma
TBC1D16::DNAI7	Adenocarcinoma
TBC1D16::EIF4A3	Adenocarcinoma
TBC1D16::GOSR2	Adenocarcinoma
TBC1D16::KIF3A	Malignant melanoma
TBC1D16::PARD3	Ependymoma
TBC1D16::RNF213	Acute myeloblastic leukemia without maturation (FAB type M1)
TBC1D16::ZNF106	Adenocarcinoma
TBC1D16::ZNF573	Adenocarcinoma
TBC1D17::PRR12	Squamous cell carcinoma
TBC1D19::ADGRA3	Astrocytoma, grade I-II
TBC1D19::ANAPC4	Squamous cell carcinoma
TBC1D1::LIMCH1	Malignant melanoma
TBC1D1::NMU	Adenocarcinoma
TBC1D1::PGM2	Adenocarcinoma
TBC1D1::RAB28	Squamous cell carcinoma
TBC1D20::C20ORF96	Adenocarcinoma | Transitional cell carcinoma
TBC1D22A::AP3D1	Malignant epithelial tumor, special type
TBC1D22A::ARFGAP3	Malignant melanoma
TBC1D22A::BACH2	Malignant melanoma
TBC1D22A::FBLN1	Squamous cell carcinoma
TBC1D22A::GCAT	Squamous cell carcinoma
TBC1D22A::GKN1	Adenocarcinoma
TBC1D22A::GRAMD4	Adenocarcinoma
TBC1D22A::GRAP2	Adenocarcinoma
TBC1D22A::GTSE1	Adenocarcinoma
TBC1D22A::OTUD7A	Malignant melanoma
TBC1D22A::POLDIP3	Adenocarcinoma
TBC1D22A::RIBC2	Adenocarcinoma
TBC1D22A::SMYD3	Malignant melanoma
TBC1D22A::SREBF2	Malignant melanoma
TBC1D22A::TRMU	Adenocarcinoma
TBC1D22A::TTC38	Adenocarcinoma
TBC1D22B::CCND3	Adenocarcinoma
TBC1D22B::FGD2	Adenocarcinoma
TBC1D22B::TSC22D1	Adenocarcinoma
TBC1D22B::YPEL1	Adenocarcinoma
TBC1D23::ABI3BP	Squamous cell carcinoma
TBC1D23::CMSS1	Adenocarcinoma
TBC1D23::TMEM45A	Adenocarcinoma
TBC1D25::ERLIN2	Adenocarcinoma
TBC1D25::HSPA9	Adenocarcinoma
TBC1D2::GABBR2	Squamous cell carcinoma
TBC1D2::NTRK2	Glioma, NOS
TBC1D2B::ACSBG1	Adenocarcinoma
TBC1D2B::CIB2	Adenocarcinoma
TBC1D2B::INTS4	Mesenchymal tumor, NOS
TBC1D2B::LUC7L2	Malignant melanoma
TBC1D30::EEF1AKMT3	Astrocytoma, grade III-IV/Glioblastoma
TBC1D30::PLP1	Mesenchymal tumor, NOS
TBC1D30::PPM1H	Astrocytoma, grade III-IV/Glioblastoma
TBC1D30::SYT1	Mesenchymal tumor, NOS
TBC1D31::ZNF704	Adenocarcinoma
TBC1D32::HBS1L	Adenocarcinoma
TBC1D32::RET	Adenocarcinoma
TBC1D32::RPF2	Mesenchymal tumor, NOS
TBC1D32::RSPO3	Transitional cell carcinoma
TBC1D3::NPEPPS	Adenocarcinoma
TBC1D4::COMMD6	Adenocarcinoma
TBC1D4::KLF12	Squamous cell carcinoma
TBC1D4::TRAPPC12	Transitional cell carcinoma
TBC1D5::AIG1	Adenocarcinoma
TBC1D5::HTT	Adenocarcinoma
TBC1D5::SETD5	Adenocarcinoma
TBC1D5::TOP2B	Adenocarcinoma
TBC1D8::CREG2	Transitional cell carcinoma
TBC1D8::EPB41L5	Squamous cell carcinoma
TBC1D8::LIPF	Transitional cell carcinoma
TBC1D8::RNF149	Transitional cell carcinoma
TBC1D8B::RNF128	Malignant epithelial tumor, special type | Adenocarcinoma | Transitional cell carcinoma
TBC1D9::CORO1C	Adenocarcinoma
TBC1D9::MAML3	Adenocarcinoma
TBC1D9::PAPSS1	Adenocarcinoma
TBC1D9::RNF150	Adenocarcinoma | Multiple myeloma
TBC1D9::SMARCA5	Adenocarcinoma
TBC1D9B::RNF130	Squamous cell carcinoma
TBC1D9B::TENM2	Adenocarcinoma
TBC1D9B::TYK2	Adenocarcinoma
TBCA::ARSB	Adenocarcinoma
TBCA::WDR41	Squamous cell carcinoma
TBCB::PRX	Transitional cell carcinoma
TBCCD1::PAFAH1B2	Undifferentiated carcinoma, small cell
TBCD::ASPSCR1	Squamous cell carcinoma
TBCD::CCDC57	Adenocarcinoma
TBCD::CPM	Adenocarcinoma
TBCD::CSNK1D	Malignant melanoma
TBCD::FN3K	Adenocarcinoma
TBCD::FN3KRP	Adenocarcinoma
TBCD::FOXK2	Adenocarcinoma
TBCD::GLIPR2	Adenocarcinoma
TBCD::HLCS	Mesenchymal tumor, NOS
TBCD::NFIX	Adenocarcinoma
TBCD::NHERF1	Adenocarcinoma
TBCD::RPTOR	Adenocarcinoma
TBCD::STXBP4	Adenocarcinoma
TBCE::AIM2	Adenocarcinoma
TBCE::GGPS1	Squamous cell carcinoma
TBCE::MAPRE2	Benign epithelial tumor, special type
TBCE::SIPA1L2	Mesothelioma
TBCE::TBC1D22A	Adenocarcinoma
TBCK::P4HA2	Angiofibroma
TBCK::PAPSS1	Squamous cell carcinoma
TBCK::SLC9B2	Squamous cell carcinoma
TBCK::USP10	Adenocarcinoma
TBCK::WDHD1	Adenocarcinoma
TBK1::ARHGAP5	Adenocarcinoma
TBK1::C12orf56	Adenocarcinoma
TBK1::CDK19	Mesenchymal tumor, NOS
TBK1::GRIP1	Malignant melanoma
TBK1::RBM48	Adenocarcinoma
TBK1::TMBIM4	Mesenchymal tumor, NOS
TBK1::TMPRSS12	Astrocytoma, grade III-IV/Glioblastoma
TBK1::TMTC2	Mesenchymal tumor, NOS
TBL1X::CASK	Adenocarcinoma
TBL1X::GPR143	Squamous cell carcinoma | Transitional cell carcinoma
TBL1X::WWC3	Adenocarcinoma | Squamous cell carcinoma
TBL1XR1::ADAM33	Adenocarcinoma
TBL1XR1::AKR1E2	Adenocarcinoma
TBL1XR1::ATG7	Adenocarcinoma
TBL1XR1::BOD1L1	Miscellaneous hematopoietic/lymphoid neoplasm, special type
TBL1XR1::CACNA1C	Adenocarcinoma
TBL1XR1::COPB2	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TBL1XR1::CSF1R	Acute myeloid leukemia, NOS | Acute lymphoblastic leukemia/lymphoblastic lymphoma | Skin
TBL1XR1::CTNNB1	Adenocarcinoma
TBL1XR1::DCUN1D1	Adenocarcinoma
TBL1XR1::DHX30	Adenocarcinoma
TBL1XR1::GRM1	Chondromyxoid fibroma
TBL1XR1::HMGA1	Hemangioma/lymphangioma
TBL1XR1::LXN	Adenocarcinoma
TBL1XR1::MAST3	Adenocarcinoma
TBL1XR1::MCF2L2	Adenocarcinoma
TBL1XR1::MIPEP	Adenocarcinoma
TBL1XR1::PDGFRB	Skin | Acute myeloid leukemia, NOS
TBL1XR1::PIK3CA	Adenocarcinoma
TBL1XR1::RAB5IF	Diffuse large B-cell lymphoma
TBL1XR1::RARA	Acute promyelocytic leukemia (FAB type M3)
TBL1XR1::RARB	Acute promyelocytic leukemia (FAB type M3)
TBL1XR1::RET	Adenocarcinoma
TBL1XR1::RGS17	Adenocarcinoma
TBL1XR1::ROCK1	Adenocarcinoma
TBL1XR1::SPMIP7	Adenocarcinoma
TBL1XR1::STAT3	Adenocarcinoma
TBL1XR1::TP63	Follicular lymphoma | Anaplastic large cell lymphoma, systemic type | Diffuse large B-cell lymphoma | Mature T- and NK-cell neoplasm, special type
TBL1XR1::TP73	Diffuse large B-cell lymphoma
TBL1XR1::TRMT9B	Squamous cell carcinoma
TBL1XR1::UEVLD	Undifferentiated carcinoma, small cell
TBL1XR1::USP13	Adenocarcinoma
TBP::FAM120B	Squamous cell carcinoma
TBPL1::KIAA0753	Acute myeloid leukemia, NOS | Skin
TBR1::PSMD14	Adenocarcinoma
TBRG1::IFT46	Adenocarcinoma
TBX15::AP4B1	Malignant melanoma
TBX15::FMN2	Mesenchymal tumor, NOS
TBX15::MAGI3	Mesenchymal tumor, NOS
TBX19::PCP4L1	Mesenchymal tumor, NOS
TBX1::SEPTIN5	Adenocarcinoma
TBX3::BIK	Adenocarcinoma
TBX3::RRM1	Adenocarcinoma
TBXAS1::TOMM7	Adenocarcinoma
TC2N::ATXN3	Adenocarcinoma
TC2N::FBLN5	Adenocarcinoma
TC2N::LPP	Squamous cell carcinoma
TC2N::TRIP11	Adenocarcinoma
TCAP::ERBB2	Carcinoma, NOS
TCEA1::ALKAL1	Astrocytoma, grade III-IV/Glioblastoma
TCEA1::EGFR	Squamous cell carcinoma
TCEA1::MTSS1	Squamous cell carcinoma
TCEA1::PLAG1	Adenoma
TCEA3::ASAP3	Squamous cell carcinoma
TCEA3::HMGCL	Adenocarcinoma
TCEA3::PRR16	Adenocarcinoma
TCEA3::WDHD1	Adenocarcinoma
TCEAL2::ALK	Adenocarcinoma
TCEANC2::MICU1	Adenocarcinoma
TCERG1L::CNTN1	Astrocytoma, grade I-II
TCF12::DSCAM	Adenocarcinoma
TCF12::ERG28	Adenocarcinoma
TCF12::FAM98B	Adenocarcinoma
TCF12::FOLR1	Astrocytoma, grade I-II
TCF12::LEO1	Skin | Acute myeloid leukemia, NOS
TCF12::MGST2	Adenocarcinoma
TCF12::NCOA3	Transitional cell carcinoma
TCF12::NIPA1	Adenocarcinoma
TCF12::NPAS1	Adenocarcinoma
TCF12::NR4A3	Chondrosarcoma, myxoid
TCF12::RGMA	Adenocarcinoma
TCF12::RNF111	Adenocarcinoma
TCF12::TEX9	Adenocarcinoma
TCF12::TMC3	Astrocytoma, grade I-II
TCF12::TMEM255B	Adenocarcinoma
TCF12::TPM1	Malignant melanoma
TCF12::TTC23	Adenocarcinoma
TCF12::VGLL3	Spindle cell/sclerosing rhabdomyosarcoma
TCF19::PSORS1C1	Adenocarcinoma
TCF20::CENPM	Malignant melanoma
TCF20::CYP2D6	Adenocarcinoma
TCF20::MRTFA	Adenocarcinoma
TCF20::NDUFA6	Adenocarcinoma
TCF20::NF2	Meningioma
TCF20::NFAM1	Adenocarcinoma
TCF20::RRAS	Adenocarcinoma
TCF20::SLC25A17	Malignant melanoma
TCF20::TTC28	Malignant melanoma
TCF25::SPIRE2	Adenocarcinoma
TCF25::ZC3H18	Adenocarcinoma
TCF3::ADAMTSL5	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::AP3D1	Adenocarcinoma
TCF3::APC2	Adenocarcinoma
TCF3::BEND2	Neuroglial neoplasm, special type
TCF3::C19ORF25	Adenocarcinoma
TCF3::DNAJC11	Adenocarcinoma
TCF3::FLI1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::HLF	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::OAZ1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::PBX1	Acute lymphoblastic leukemia/lymphoblastic lymphoma | Skin | Nonneoplastic hematologic disorder/lesion | Acute myeloid leukemia, NOS | Burkitt lymphoma/leukemia | Adenocarcinoma | Acute myelomonocytic leukemia (FAB type M4)
TCF3::PIK3R1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::REXO1	Adenocarcinoma
TCF3::SYTL5	Adenocarcinoma
TCF3::TEF	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::TFPT	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF3::ZNF384	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF4::ERG	Soft tissue tumor, NOS
TCF4::HLF	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF4::MAML3	Malignant epithelial tumor, special type | Embryonal nervous system tumor, special type
TCF4::ROCK1	Primitive neuroectodermal tumor/Medulloblastoma | Russia
TCF4::SOX5	Acute myeloblastic leukemia without maturation (FAB type M1)
TCF4::ZNF384	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF7::SPI1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCF7L1::BRMS1L	Adenocarcinoma
TCF7L1::DNAH6	Adenocarcinoma
TCF7L1::GFPT1	Mesenchymal tumor, NOS
TCF7L1::KCMF1	Adenocarcinoma
TCF7L1::MEX3D	Adenocarcinoma
TCF7L1::NFASC	Adenocarcinoma
TCF7L1::ODF2	Adenocarcinoma
TCF7L1::TMEM182	Squamous cell carcinoma
TCF7L1::WIF1	Adenocarcinoma
TCF7L2::CHD7	Adenocarcinoma
TCF7L2::EIF3D	Adenocarcinoma
TCF7L2::MAML3	Malignant epithelial tumor, special type
TCF7L2::TACC2	Adenocarcinoma
TCF7L2::VTI1A	Adenocarcinoma
TCHP::IFT81	Adenocarcinoma
TCHP::MYO1H	Malignant melanoma
TCHP::PPTC7	Adenocarcinoma
TCIRG1::TMC5	Adenocarcinoma
TCN1::MS4A4A	Transitional cell carcinoma
TCN2::THOC5	Adenocarcinoma
TCOF1::GPX3	Adenocarcinoma
TCP11L1::SYT9	Adenocarcinoma
TCTA::ARIH2	Adenocarcinoma
TCTA::TAL1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TCTA::VPS26C	Squamous cell carcinoma
TCTN1::CCDC63	Squamous cell carcinoma
TCTN1::CPM	Mesenchymal tumor, NOS
TCTN1::FGGY	Mesenchymal tumor, NOS
TCTN3::DHCR24	Adenocarcinoma
TDG::CDK17	Mesenchymal tumor, NOS
TDG::STAB2	Adenocarcinoma
TDP2::DCDC2	Adenocarcinoma
TDRD12::TEAD2	Adenocarcinoma
TDRD3::CUL4A	Malignant melanoma
TDRD3::DIAPH3	Adenocarcinoma
TDRD3::ESD	Astrocytoma, grade III-IV/Glioblastoma
TDRD3::GLI1	Astrocytoma, grade III-IV/Glioblastoma
TDRD3::LHFPL6	Adenocarcinoma
TDRD7::GNA14	Adenocarcinoma
TEAD1::ATP5MG	Undifferentiated carcinoma, small cell
TEAD1::BMAL1	Malignant melanoma | Adenocarcinoma
TEAD1::CAP2	Adenocarcinoma
TEAD1::CD47	Transitional cell carcinoma
TEAD1::CTR9	Adenocarcinoma
TEAD1::FAR1	Malignant melanoma
TEAD1::GDPD4	Adenocarcinoma
TEAD1::INSC	Mesenchymal tumor, NOS
TEAD1::MICAL2	Adenocarcinoma
TEAD1::MRTFB	Myxoinflammatory fibroblastic sarcoma
TEAD1::NCOA2	Spindle cell/sclerosing rhabdomyosarcoma | Ependymoma | Astrocytoma, grade III-IV/Glioblastoma
TEAD1::PARVA	Adenocarcinoma
TEAD1::UVRAG	Squamous cell carcinoma
TEAD1::ZCCHC8	Adenocarcinoma
TEAD2::NOSIP	Adenocarcinoma
TEAD3::ZFAND3	Mesenchymal tumor, NOS
TEAD4::C2CD5	Adenocarcinoma
TEAD4::CD82	Adenocarcinoma
TEAD4::CPM	Malignant melanoma
TEAD4::DCAF10	Adenocarcinoma
TEAD4::ERC1	Mesenchymal tumor, NOS
TEAD4::MAP3K12	Mesenchymal tumor, NOS
TEAD4::TSPAN9	Miscellaneous hematopoietic/lymphoid neoplasm, special type
TEAD4::TULP3	Adenocarcinoma
TEC::HMGCLL1	Squamous cell carcinoma
TEC::NCAM2	Adenocarcinoma
TEC::PASD1	Adenocarcinoma
TECPR1::ZFR	Squamous cell carcinoma
TECPR2::WDR20	Adenocarcinoma
TECR::GIPC1	Adenocarcinoma
TECR::ICAM3	Transitional cell carcinoma
TECR::ILVBL	Adenocarcinoma
TECR::NDUFB7	Adenocarcinoma
TECR::PKN1	Squamous cell carcinoma | Adenocarcinoma
TECR::TGFBR3L	Adenocarcinoma
TECTA::FOXN3	Malignant epithelial tumor, special type | Embryonal nervous system tumor, special type
TECTB::ATRNL1	Adenocarcinoma
TECTB::TERT	Adenocarcinoma
TEDC2::CCNF	Adenocarcinoma | Squamous cell carcinoma
TEF::KIF26B	Squamous cell carcinoma
TEF::PLEKHO2	Malignant melanoma
TEFM::CADM2	Transitional cell carcinoma
TEFM::ERBB2	Carcinoma, NOS
TEKT5::RMI2	Adenocarcinoma
TEN1::CDK3	Adenocarcinoma
TEN1::TMEM94	Adenocarcinoma
TENM1::TMEM170A	Adenocarcinoma
TENM2::CATSPER3	Squamous cell carcinoma
TENM2::PCBD2	Squamous cell carcinoma
TENM2::RALGPS1	Mesothelioma
TENM3::ALK	Neuroblastoma
TENM3::NR3C2	Squamous cell carcinoma
TENM4::CADM1	Chronic lymphocytic leukemia
TENM4::DLEC1	Undifferentiated carcinoma, small cell
TENM4::DPP3	Transitional cell carcinoma
TENM4::GRIK4	Adenocarcinoma
TENM4::INTS4	Adenocarcinoma
TENM4::NARS2	Adenocarcinoma
TENM4::NOX4	Squamous cell carcinoma
TENM4::NRG1	Adenocarcinoma
TENM4::RBM4	Adenocarcinoma
TENM4::TMTC2	Adenocarcinoma
TENM4::ZDHHC18	Adenocarcinoma
TENT2::GPBP1	Adenocarcinoma
TENT4A::MTRR	Mesothelioma
TENT4A::PRIM1	Astrocytoma, grade III-IV/Glioblastoma
TENT4A::RAF1	Adenocarcinoma
TENT4A::SRD5A1	Adenocarcinoma
TENT4B::HEATR3	Adenocarcinoma | Squamous cell carcinoma
TENT4B::SHANK2	Adenocarcinoma
TEP1::HAUS4	Mature B-cell neoplasm, NOS
TEP1::RNASE1	Adenocarcinoma
TEPSIN::RHBDF2	Adenocarcinoma
TEPSIN::SLC38A10	Adenocarcinoma
TERF2::COG4	Adenocarcinoma
TERF2::JAK2	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TERF2::PDGFRB	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TERF2IP::AMY1C	Adenocarcinoma
TERF2IP::CKLF	Malignant melanoma
TERF2IP::CMTM1	Malignant melanoma
TERT::RPH3AL	Chordoma
TES::HNRNPU	Adenocarcinoma
TESC::ASAH1	Adenocarcinoma
TESC::ECHDC3	Adenocarcinoma
TESC::FBXO21	Adenocarcinoma
TESK1::LARGE1	Astrocytoma, grade III-IV/Glioblastoma
TESK2::C8A	Adenocarcinoma
TESK2::GNA12	Squamous cell carcinoma
TESK2::GPR37L1	Adenocarcinoma
TESK2::KNCN	Malignant melanoma
TESK2::PRDX1	Adenocarcinoma
TESK2::UTS2	Adenocarcinoma
TESMIN::COX18	Adenocarcinoma
TESMIN::CPT1A	Adenocarcinoma
TESMIN::HIPK3	Adenocarcinoma
TESMIN::KMT5B	Adenocarcinoma
TESMIN::PPFIA1	Adenocarcinoma
TESMIN::SART1	Adenocarcinoma
TET1::ASCC1	Adenocarcinoma
TET1::CCAR1	Astrocytoma, grade III-IV/Glioblastoma
TET1::DDX50	Malignant melanoma
TET1::EFHC2	Adenocarcinoma
TET1::RET	Carcinoma, NOS
TET1::TMEM222	Mesenchymal tumor, NOS
TET1::TTC12	Ependymoma
TET2::ADH6	Astrocytoma, grade I-II
TET2::ARHGEF38	Adenocarcinoma
TET2::KLK3	Adenocarcinoma
TET2::LANCL1	Adenocarcinoma
TET2::LARP7	Adenocarcinoma
TET2::OSTC	Adenocarcinoma
TET3::ACTG2	Adenocarcinoma
TET3::ANXA4	Adenocarcinoma
TET3::C2ORF78	Adenocarcinoma
TET3::C2orf78	Adenocarcinoma
TET3::DGUOK	Adenocarcinoma
TET3::KRT1	Adenocarcinoma
TET3::MNS1	Adenocarcinoma
TET3::PATL1	Adenocarcinoma
TET3::SPECC1	Adenocarcinoma
TEX10::HSDL2	Mesothelioma
TEX10::XPA	Diffuse large B-cell lymphoma
TEX14::SDK2	Adenocarcinoma
TEX14::TMEM98	Adenocarcinoma
TEX22::PACS2	Adenocarcinoma
TEX261::AAK1	Astrocytoma, grade I-II
TEX2::ACSF2	Adenocarcinoma
TEX2::ANKFN1	Adenocarcinoma
TEX2::BCAM	Squamous cell carcinoma
TEX2::BRAF	Adenocarcinoma
TEX2::CLASP2	Malignant melanoma
TEX2::CTDSP1	Adenocarcinoma
TEX2::GDPD1	Adenocarcinoma
TEX2::PDLIM3	Adenocarcinoma
TEX2::PECAM1	Angiosarcoma
TEX2::POLG2	Adenocarcinoma
TEX2::STARD3	Adenocarcinoma
TEX2::TANC2	Adenocarcinoma
TEX2::TOB1	Adenocarcinoma
TEX2::TTYH2	Adenocarcinoma
TEX9::CYFIP1	Adenocarcinoma
TF::ARFGEF2	Adenocarcinoma
TF::CCT5	Adenocarcinoma
TF::CLDN11	Adenocarcinoma
TF::HMGCS2	Adenocarcinoma
TF::HP	Adenocarcinoma
TF::TYK2	Adenocarcinoma
TF::UTRN	Adenocarcinoma
TFAM::ANK3	Adenocarcinoma
TFAP2A::CDK5RAP1	Adenocarcinoma
TFAP2A::MAK	Adenocarcinoma
TFB2M::SMYD3	Adenocarcinoma | Squamous cell carcinoma
TFB2M::ZNF124	Adenocarcinoma
TFCP2::BIN2	Adenocarcinoma
TFCP2::POU6F1	Adenocarcinoma
TFCP2::RNF41	Adenocarcinoma
TFCP2::SMAGP	Squamous cell carcinoma
TFCP2L1::CLASP1	Adenocarcinoma
TFDP1::ATP11A	Squamous cell carcinoma
TFDP1::ATP4B	Squamous cell carcinoma
TFDP1::CUL4A	Adenocarcinoma
TFDP1::GRK1	Adenocarcinoma
TFDP1::LAMP1	Squamous cell carcinoma
TFDP1::TMCO3	Adenocarcinoma
TFDP2::ATR	Adenocarcinoma
TFDP2::COG5	Squamous cell carcinoma
TFDP2::GK5	Astrocytoma, grade I-II
TFDP2::LANCL2	Adenocarcinoma
TFDP2::PLD1	Adenocarcinoma
TFE3::ASPSCR1	Adenocarcinoma
TFE3::CLTC	Adenocarcinoma
TFE3::DVL2	Adenocarcinoma
TFE3::EWSR1	Adenocarcinoma
TFE3::MED15	Adenocarcinoma
TFE3::NONO	Adenocarcinoma | Acute lymphoblastic leukemia/lymphoblastic lymphoma
TFE3::PRCC	Adenocarcinoma
TFE3::RAI2	Adenocarcinoma
TFE3::SFPQ	Adenocarcinoma
TFEB::CADM2	Adenocarcinoma
TFEB::CAPZA2	Adenocarcinoma
TFEB::COL21A1	Adenocarcinoma
TFEB::DIP2B	Astrocytoma, grade III-IV/Glioblastoma
TFEB::EPS15L1	Adenocarcinoma
TFEB::LASP1	Adenocarcinoma
TFEB::MDFI	Squamous cell carcinoma
TFEB::PGC	Adenocarcinoma
TFEB::SUPT3H	Adenocarcinoma
TFEB::TRERF1	Adenocarcinoma
TFF1::DDX21	Adenocarcinoma
TFF1::RABEP1	Adenocarcinoma
TFG::ADGRG7	Acute myeloblastic leukemia without maturation (FAB type M1) | Adenocarcinoma | Acute lymphoblastic leukemia/lymphoblastic lymphoma | Multiple myeloma | Ependymoma | Acute myelomonocytic leukemia (FAB type M4) | Nonneoplastic hematologic disorder/lesion | Carcinoid tumor | Astrocytoma, grade III-IV/Glioblastoma | Acute myeloblastic leukemia with maturation (FAB type M2)
